No,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,取引価格（総額）,坪単価,間取り,面積（㎡）,取引価格（㎡単価）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等
5983,宅地(土地と建物),住宅地,40133,福岡県,福岡市中央区,梅光園,六本松,8,75000000,,,280,,不整形,10,280,昭和54年,木造,共同住宅,住宅,西,市道,4,第２種住居地域,60,200,2021年第１四半期,,
5984,宅地(土地と建物),住宅地,40133,福岡県,福岡市中央区,梅光園,六本松,11,74000000,,,150,,台形,13,105,平成31年,軽量鉄骨造,住宅,住宅,東,市道,4.6,第１種住居地域,60,200,2021年第１四半期,,
5985,中古マンション等,,40133,福岡県,福岡市中央区,梅光園,六本松,9,19000000,,３ＬＤＫ,60,,,,,昭和60年,ＲＣ,住宅,住宅,,,,第１種住居地域,60,200,2021年第１四半期,改装済,
5986,中古マンション等,,40133,福岡県,福岡市中央区,梅光園団地,六本松,9,27000000,,４ＬＤＫ,85,,,,,平成4年,ＲＣ,住宅,住宅,,,,第２種住居地域,60,200,2021年第２四半期,未改装,
5987,宅地(土地と建物),住宅地,40133,福岡県,福岡市中央区,春吉,天神南,6,50000000,,,150,,ほぼ整形,16,135,昭和36年,木造,住宅、その他,その他,北西,市道,4.6,商業地域,80,400,2022年第２四半期,,
5988,中古マンション等,,40133,福岡県,福岡市中央区,春吉,天神南,7,38000000,,１Ｋ,15,,,,,平成3年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第１四半期,改装済,
5989,中古マンション等,,40133,福岡県,福岡市中央区,春吉,天神南,8,7900000,,１Ｋ,20,,,,,平成9年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第１四半期,未改装,
5990,宅地(土地と建物),住宅地,40133,福岡県,福岡市中央区,春吉,天神南,5,130000000,,,150,,長方形,7,410,平成22年,鉄骨造,共同住宅、店舗,住宅,北西,市道,4.3,商業地域,80,400,2021年第４四半期,,
5991,宅地(土地),商業地,40133,福岡県,福岡市中央区,春吉,天神南,6,95000000,2200000,,140,680000,長方形,7,,,,,その他,南東,市道,4.1,商業地域,80,400,2021年第４四半期,,
5992,宅地(土地),商業地,40133,福岡県,福岡市中央区,春吉,天神南,9,690000000,4100000,,560,1200000,ほぼ長方形,20,,,,,住宅,北西,市道,13,商業地域,80,400,2021年第４四半期,,
5993,中古マンション等,,40133,福岡県,福岡市中央区,春吉,天神南,8,7400000,,１Ｋ,25,,,,,平成15年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第４四半期,未改装,
5994,中古マンション等,,40133,福岡県,福岡市中央区,春吉,天神南,8,8100000,,１Ｋ,20,,,,,平成13年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第４四半期,未改装,
5995,中古マンション等,,40133,福岡県,福岡市中央区,春吉,天神南,7,3800000,,１Ｋ,15,,,,,平成3年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第３四半期,未改装,
5996,中古マンション等,,40133,福岡県,福岡市中央区,春吉,天神南,5,14000000,,１Ｋ,20,,,,,平成15年,ＳＲＣ,,住宅,,,,商業地域,80,400,2021年第３四半期,改装済,
5997,中古マンション等,,40133,福岡県,福岡市中央区,春吉,天神南,7,5300000,,１Ｋ,20,,,,,平成3年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第３四半期,未改装,
5998,宅地(土地と建物),住宅地,40133,福岡県,福岡市中央区,春吉,天神南,9,33000000,,,75,,不整形,3.2,85,平成25年,木造,住宅,住宅,北東,市道,3.8,商業地域,80,400,2021年第２四半期,,
5999,中古マンション等,,40133,福岡県,福岡市中央区,春吉,西鉄福岡(天神),7,20000000,,２Ｋ,30,,,,,平成27年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第３四半期,未改装,
6000,中古マンション等,,40133,福岡県,福岡市中央区,春吉,渡辺通,8,6000000,,１Ｋ,20,,,,,平成10年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第２四半期,未改装,
6001,中古マンション等,,40133,福岡県,福岡市中央区,春吉,渡辺通,7,15000000,,１ＤＫ,20,,,,,平成22年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第２四半期,未改装,
6002,中古マンション等,,40133,福岡県,福岡市中央区,春吉,渡辺通,7,13000000,,１Ｋ,25,,,,,平成19年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第２四半期,未改装,
6003,中古マンション等,,40133,福岡県,福岡市中央区,春吉,渡辺通,8,11000000,,１Ｋ,20,,,,,平成10年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第２四半期,,
6004,中古マンション等,,40133,福岡県,福岡市中央区,春吉,渡辺通,8,8500000,,１Ｋ,20,,,,,平成10年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第２四半期,改装済,
6005,中古マンション等,,40133,福岡県,福岡市中央区,春吉,渡辺通,7,9000000,,１Ｋ,25,,,,,平成15年,ＲＣ,住宅,住宅,,,,商業地域,,,2022年第１四半期,未改装,
6006,中古マンション等,,40133,福岡県,福岡市中央区,春吉,渡辺通,8,7400000,,１Ｋ,20,,,,,平成10年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第４四半期,未改装,
6007,中古マンション等,,40133,福岡県,福岡市中央区,春吉,渡辺通,8,6000000,,１Ｋ,20,,,,,平成10年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第４四半期,未改装,
6008,中古マンション等,,40133,福岡県,福岡市中央区,春吉,渡辺通,8,7400000,,１Ｋ,20,,,,,平成10年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第４四半期,改装済,
6009,中古マンション等,,40133,福岡県,福岡市中央区,春吉,渡辺通,7,13000000,,１Ｋ,20,,,,,平成22年,ＲＣ,住宅,その他,,,,商業地域,80,400,2021年第４四半期,改装済,
6010,中古マンション等,,40133,福岡県,福岡市中央区,春吉,渡辺通,8,13000000,,１Ｋ,20,,,,,平成22年,ＲＣ,住宅,その他,,,,商業地域,80,400,2021年第４四半期,未改装,
6011,中古マンション等,,40133,福岡県,福岡市中央区,春吉,渡辺通,7,12000000,,１Ｋ,20,,,,,平成22年,ＲＣ,,住宅,,,,商業地域,80,400,2021年第４四半期,,
6012,中古マンション等,,40133,福岡県,福岡市中央区,春吉,渡辺通,4,13000000,,１Ｋ,25,,,,,,ＲＣ,住宅,住宅,,,,商業地域,80,600,2021年第３四半期,未改装,
6013,中古マンション等,,40133,福岡県,福岡市中央区,春吉,渡辺通,8,7500000,,１Ｋ,20,,,,,平成10年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第３四半期,未改装,
6014,中古マンション等,,40133,福岡県,福岡市中央区,春吉,渡辺通,8,9100000,,１Ｋ,20,,,,,平成10年,ＳＲＣ,,住宅,,,,商業地域,80,400,2021年第３四半期,,
6015,中古マンション等,,40133,福岡県,福岡市中央区,春吉,渡辺通,5,18000000,,,20,,,,,平成31年,ＲＣ,住宅,住宅,,,,商業地域,80,600,2021年第３四半期,,
6016,中古マンション等,,40133,福岡県,福岡市中央区,春吉,渡辺通,6,17000000,,１Ｋ,25,,,,,平成19年,ＲＣ,住宅,,,,,商業地域,80,400,2021年第３四半期,未改装,
6017,中古マンション等,,40133,福岡県,福岡市中央区,春吉,渡辺通,7,13000000,,１Ｋ,20,,,,,平成18年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第３四半期,改装済,
6018,中古マンション等,,40133,福岡県,福岡市中央区,春吉,渡辺通,8,9100000,,１Ｋ,20,,,,,平成10年,ＳＲＣ,住宅,,,,,商業地域,80,400,2021年第２四半期,未改装,
6019,中古マンション等,,40133,福岡県,福岡市中央区,春吉,渡辺通,7,14000000,,１Ｋ,20,,,,,平成18年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第２四半期,未改装,
6020,中古マンション等,,40133,福岡県,福岡市中央区,春吉,渡辺通,5,5400000,,１Ｋ,20,,,,,昭和64年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第２四半期,未改装,
6021,宅地(土地と建物),商業地,40133,福岡県,福岡市中央区,春吉,渡辺通,3,50000000,,,65,,長方形,4.5,210,昭和56年,鉄骨造,共同住宅、店舗,店舗,南西,市道,12,商業地域,80,400,2021年第１四半期,,
6022,中古マンション等,,40133,福岡県,福岡市中央区,春吉,渡辺通,8,8800000,,１Ｋ,20,,,,,平成10年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第１四半期,未改装,
6023,中古マンション等,,40133,福岡県,福岡市中央区,春吉,渡辺通,7,15000000,,１Ｋ,20,,,,,平成22年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第１四半期,未改装,
6024,中古マンション等,,40133,福岡県,福岡市中央区,春吉,渡辺通,6,15000000,,１Ｋ,25,,,,,平成22年,ＲＣ,住宅,住宅,,,,,,,2021年第１四半期,改装済,
6025,中古マンション等,,40133,福岡県,福岡市中央区,春吉,渡辺通,8,7000000,,１Ｋ,20,,,,,平成10年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第１四半期,未改装,
6026,中古マンション等,,40133,福岡県,福岡市中央区,春吉,渡辺通,7,13000000,,１Ｋ,25,,,,,平成18年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第１四半期,未改装,
6027,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,14,44000000,,３ＬＤＫ,80,,,,,平成26年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,150,2022年第3四半期,未改装,
6028,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,19,12000000,,３ＬＤＫ,75,,,,,昭和56年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,150,2022年第3四半期,未改装,
6029,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,6,14000000,,２ＤＫ,30,,,,,平成25年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第3四半期,未改装,
6030,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,6,16000000,,１Ｋ,25,,,,,平成25年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第3四半期,未改装,
6031,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,4,19000000,,１ＬＤＫ,30,,,,,平成21年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第3四半期,未改装,
6032,宅地(土地),住宅地,40133,福岡県,福岡市中央区,平尾,西鉄平尾,9,100000000,630000,,520,190000,ほぼ台形,23.2,,,,,住宅,北西,市道,4.2,第１種住居地域,60,200,2022年第２四半期,,
6033,宅地(土地と建物),商業地,40133,福岡県,福岡市中央区,平尾,西鉄平尾,5,210000000,,,170,,ほぼ長方形,9.3,660,昭和61年,ＲＣ,共同住宅、事務所、店舗,その他,南西,県道,20.5,商業地域,80,400,2022年第２四半期,,
6034,宅地(土地と建物),住宅地,40133,福岡県,福岡市中央区,平尾,西鉄平尾,13,63000000,,,280,,ほぼ長方形,16,120,昭和63年,木造,住宅,住宅,北西,市道,10,第２種中高層住居専用地域,60,150,2022年第２四半期,,
6035,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,5,6900000,,１Ｋ,20,,,,,平成7年,ＲＣ,住宅,その他,,,,商業地域,80,400,2022年第２四半期,未改装,
6036,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,7,53000000,,３ＬＤＫ,75,,,,,平成25年,ＲＣ,住宅,住宅,,,,第２種住居地域,60,200,2022年第２四半期,未改装,
6037,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,13,33000000,,３ＬＤＫ,65,,,,,平成8年,ＲＣ,住宅,住宅,,,,,,,2022年第２四半期,改装済,
6038,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,6,13000000,,１ＬＤＫ,25,,,,,平成24年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第２四半期,未改装,
6039,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,16,15000000,,３ＬＤＫ,90,,,,,昭和56年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,150,2022年第２四半期,未改装,
6040,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,11,16000000,,３ＬＤＫ,60,,,,,昭和50年,ＳＲＣ,住宅,住宅,,,,第２種住居地域,60,200,2022年第１四半期,改装済,
6041,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,5,16000000,,１ＬＤＫ,30,,,,,平成22年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第１四半期,未改装,
6042,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,9,7800000,,１ＬＤＫ,35,,,,,平成2年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第１四半期,,
6043,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,5,13000000,,２Ｋ,25,,,,,平成21年,ＳＲＣ,住宅,,,,,商業地域,80,400,2022年第１四半期,,
6044,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,11,48000000,,３ＬＤＫ,85,,,,,平成26年,ＲＣ,住宅,住宅,,,,第２種住居地域,60,200,2022年第１四半期,未改装,
6045,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,7,4300000,,１Ｋ,20,,,,,平成6年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第１四半期,未改装,
6046,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,6,13000000,,２ＤＫ,30,,,,,平成25年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第１四半期,未改装,
6047,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,6,14000000,,１ＬＤＫ,25,,,,,平成24年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第１四半期,未改装,
6048,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,12,130000000,,４ＬＤＫ,170,,,,,平成28年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,150,2022年第１四半期,未改装,
6049,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,11,10000000,,２ＬＤＫ,60,,,,,昭和50年,ＳＲＣ,住宅,住宅,,,,第２種住居地域,60,200,2022年第１四半期,未改装,
6050,宅地(土地),住宅地,40133,福岡県,福岡市中央区,平尾,西鉄平尾,14,120000000,1400000,,280,410000,長方形,,,,,,その他,南東,市道,8.2,第１種中高層住居専用地域,60,150,2021年第４四半期,,
6051,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,14,19000000,,３ＬＤＫ,70,,,,,昭和61年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,150,2021年第４四半期,未改装,
6052,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,4,18000000,,４ＤＫ,65,,,,,昭和59年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第４四半期,未改装,
6053,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,12,5500000,,１Ｋ,20,,,,,平成7年,ＲＣ,住宅,その他,,,,第１種中高層住居専用地域,60,150,2021年第４四半期,未改装,
6054,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,11,50000000,,３ＬＤＫ,70,,,,,令和2年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,150,2021年第４四半期,未改装,
6055,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,5,7200000,,１Ｋ,20,,,,,平成7年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第４四半期,未改装,
6056,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,6,5800000,,１Ｋ,20,,,,,平成9年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第４四半期,未改装,
6057,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,10,46000000,,３ＬＤＫ,65,,,,,令和2年,ＲＣ,住宅,店舗,,,,第１種中高層住居専用地域,60,150,2021年第４四半期,未改装,
6058,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,9,17000000,,３ＬＤＫ,75,,,,,昭和55年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第４四半期,改装済,
6059,宅地(土地と建物),住宅地,40133,福岡県,福岡市中央区,平尾,西鉄平尾,6,29000000,,,115,,不整形,2.5,115,昭和52年,木造,共同住宅,住宅,南西,市道,6,第２種住居地域,60,200,2021年第３四半期,,
6060,宅地(土地と建物),住宅地,40133,福岡県,福岡市中央区,平尾,西鉄平尾,7,35000000,,,115,,不整形,2.5,115,昭和52年,木造,共同住宅,住宅,南西,市道,6,第２種住居地域,60,200,2021年第３四半期,,
6061,宅地(土地と建物),住宅地,40133,福岡県,福岡市中央区,平尾,西鉄平尾,13,230000000,,,860,,長方形,25.7,600,昭和59年,ＲＣ,共同住宅,住宅,南西,市道,5.9,第１種中高層住居専用地域,60,150,2021年第３四半期,,
6062,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,6,9300000,,１Ｋ,20,,,,,平成9年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第３四半期,未改装,
6063,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,7,41000000,,３ＬＤＫ,70,,,,,平成24年,ＲＣ,住宅,住宅,,,,商業地域,,,2021年第３四半期,改装済,
6064,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,4,13000000,,２Ｋ,25,,,,,平成21年,ＳＲＣ,住宅,住宅,,,,商業地域,,,2021年第３四半期,未改装,
6065,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,7,6000000,,１Ｋ,20,,,,,平成6年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第３四半期,,
6066,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,6,16000000,,１ＤＫ,25,,,,,平成24年,ＲＣ,住宅,その他,,,,商業地域,80,400,2021年第３四半期,未改装,
6067,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,3,57000000,,２ＬＤＫ,90,,,,,平成20年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第３四半期,,
6068,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,11,58000000,,３ＬＤＫ,80,,,,,令和2年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,150,2021年第３四半期,未改装,
6069,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,11,62000000,,３ＬＤＫ,85,,,,,令和2年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,150,2021年第３四半期,未改装,
6070,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,2,56000000,,３ＬＤＫ,85,,,,,平成25年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第２四半期,未改装,
6071,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,12,38000000,,４ＬＤＫ,90,,,,,平成9年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,150,2021年第２四半期,未改装,
6072,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,7,6400000,,１Ｋ,20,,,,,平成6年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第２四半期,未改装,
6073,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,16,18000000,,３ＬＤＫ,75,,,,,昭和59年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,150,2021年第２四半期,未改装,
6074,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,7,14000000,,２ＤＫ,40,,,,,平成3年,ＲＣ,住宅,住宅,,,,第２種住居地域,60,200,2021年第２四半期,未改装,
6075,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,9,14000000,,１Ｋ,25,,,,,平成22年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第２四半期,,
6076,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,6,14000000,,１ＤＫ,25,,,,,平成24年,ＲＣ,住宅,,,,,商業地域,80,400,2021年第２四半期,改装済,
6077,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,3,11000000,,１Ｋ,25,,,,,平成17年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第２四半期,未改装,
6078,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,5,11000000,,１Ｋ,20,,,,,平成20年,ＲＣ,住宅,,,,,商業地域,80,400,2021年第２四半期,改装済,
6079,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,7,34000000,,３ＬＤＫ,95,,,,,昭和62年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第２四半期,改装済,
6080,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,14,22000000,,２ＬＤＫ,75,,,,,平成2年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,150,2021年第２四半期,,
6081,宅地(土地),商業地,40133,福岡県,福岡市中央区,平尾,西鉄平尾,4,350000000,2300000,,500,700000,不整形,16.1,,,,,住宅,北,県道,11,商業地域,80,400,2021年第１四半期,,
6082,宅地(土地),住宅地,40133,福岡県,福岡市中央区,平尾,西鉄平尾,13,100000000,1300000,,260,380000,ほぼ整形,16.4,,,,,その他,北,市道,5.8,第１種中高層住居専用地域,60,150,2021年第１四半期,,
6083,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,11,50000000,,２ＬＤＫ,70,,,,,令和2年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,150,2021年第１四半期,,
6084,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,9,11000000,,１ＬＤＫ,30,,,,,平成2年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第１四半期,改装済,
6085,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,8,4400000,,,15,,,,,平成2年,ＳＲＣ,住宅,事務所,,,,商業地域,80,400,2021年第１四半期,未改装,
6086,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,6,19000000,,１ＬＤＫ,25,,,,,,ＲＣ,住宅,その他,,,,商業地域,80,400,2021年第１四半期,,
6087,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,15,16000000,,４ＬＤＫ,90,,,,,昭和56年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,150,2021年第１四半期,未改装,
6088,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,12,40000000,,４ＬＤＫ,95,,,,,平成9年,ＲＣ,,住宅,,,,第１種中高層住居専用地域,60,150,2021年第１四半期,未改装,
6089,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,13,42000000,,４ＬＤＫ,85,,,,,平成17年,ＲＣ,,住宅,,,,第１種中高層住居専用地域,60,150,2021年第１四半期,改装済,
6090,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,3,38000000,,２ＬＤＫ,65,,,,,平成20年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第１四半期,未改装,
6091,中古マンション等,,40133,福岡県,福岡市中央区,平尾,西鉄平尾,11,63000000,,３ＬＤＫ,80,,,,,令和2年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,150,2021年第１四半期,改装済,
6092,中古マンション等,,40133,福岡県,福岡市中央区,平尾,薬院,8,4900000,,１Ｋ,20,,,,,平成2年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第２四半期,未改装,
6093,中古マンション等,,40133,福岡県,福岡市中央区,平尾,薬院,6,12000000,,１Ｋ,20,,,,,平成15年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第２四半期,,
6094,中古マンション等,,40133,福岡県,福岡市中央区,平尾,薬院,7,17000000,,１ＬＤＫ,30,,,,,平成21年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第２四半期,改装済,
6095,中古マンション等,,40133,福岡県,福岡市中央区,平尾,薬院,7,16000000,,１Ｋ,30,,,,,平成21年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第１四半期,未改装,
6096,中古マンション等,,40133,福岡県,福岡市中央区,平尾,薬院,7,16000000,,１Ｋ,30,,,,,平成21年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第１四半期,未改装,
6097,中古マンション等,,40133,福岡県,福岡市中央区,平尾,薬院,7,18000000,,１ＬＤＫ,30,,,,,平成21年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第１四半期,未改装,
6098,中古マンション等,,40133,福岡県,福岡市中央区,平尾,薬院,7,18000000,,１ＬＤＫ,30,,,,,平成21年,ＲＣ,住宅,その他,,,,商業地域,80,400,2021年第４四半期,,
6099,中古マンション等,,40133,福岡県,福岡市中央区,平尾,薬院,7,13000000,,１Ｒ,20,,,,,平成13年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第４四半期,未改装,
6100,中古マンション等,,40133,福岡県,福岡市中央区,平尾,薬院,3,55000000,,４ＬＤＫ,80,,,,,平成15年,ＲＣ,,住宅,,,,商業地域,80,400,2021年第３四半期,未改装,
6101,中古マンション等,,40133,福岡県,福岡市中央区,平尾,薬院,4,16000000,,１Ｋ,25,,,,,平成20年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第３四半期,未改装,
6102,中古マンション等,,40133,福岡県,福岡市中央区,平尾,薬院,7,13000000,,１Ｋ,30,,,,,平成21年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第３四半期,未改装,
6103,中古マンション等,,40133,福岡県,福岡市中央区,平尾,薬院,8,31000000,,４ＬＤＫ,75,,,,,昭和55年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第３四半期,改装済,
6104,中古マンション等,,40133,福岡県,福岡市中央区,平尾,薬院,4,13000000,,１Ｋ,25,,,,,平成20年,ＲＣ,,その他,,,,商業地域,80,400,2021年第３四半期,未改装,
6105,宅地(土地),住宅地,40133,福岡県,福岡市中央区,平尾,薬院,9,38000000,1900000,,65,580000,長方形,5.6,,,,,住宅,南西,市道,4,第２種住居地域,60,200,2021年第２四半期,,
6106,中古マンション等,,40133,福岡県,福岡市中央区,平尾,薬院,8,4800000,,１Ｋ,20,,,,,平成2年,ＲＣ,住宅,店舗,,,,商業地域,80,400,2021年第２四半期,未改装,
6107,中古マンション等,,40133,福岡県,福岡市中央区,平尾,薬院,4,15000000,,１Ｋ,25,,,,,平成20年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第２四半期,改装済,
6108,中古マンション等,,40133,福岡県,福岡市中央区,平尾,薬院,6,11000000,,１Ｋ,20,,,,,平成15年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第２四半期,,
6109,中古マンション等,,40133,福岡県,福岡市中央区,平尾,薬院,8,12000000,,,25,,,,,平成22年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第１四半期,未改装,
6110,中古マンション等,,40133,福岡県,福岡市中央区,平尾,薬院,8,12000000,,１Ｋ,25,,,,,平成22年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第１四半期,未改装,
6111,中古マンション等,,40133,福岡県,福岡市中央区,平尾,薬院,6,9300000,,１ＬＤＫ,20,,,,,平成15年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第１四半期,未改装,
