No,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,取引価格（総額）,坪単価,間取り,面積（㎡）,取引価格（㎡単価）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等
14155,宅地(土地と建物),住宅地,40219,福岡県,大野城市,瑞穂町,白木原,9,150000000,,,200,,長方形,15,115,昭和52年,木造,住宅,その他,南西,市道,10.9,第１種住居地域,60,200,2021年第１四半期,,
14156,宅地(土地と建物),住宅地,40219,福岡県,大野城市,緑ケ丘,下大利,30分?60分,14000000,,,190,,ほぼ整形,13,80,平成18年,木造,住宅,,北西,市道,6.4,第１種低層住居専用地域,40,60,2022年第１四半期,,
14157,宅地(土地と建物),住宅地,40219,福岡県,大野城市,緑ケ丘,下大利,30分?60分,22000000,,,260,,ほぼ整形,14,85,昭和52年,木造,住宅,住宅,北西,市道,6,第１種低層住居専用地域,40,60,2022年第１四半期,,
14158,宅地(土地),住宅地,40219,福岡県,大野城市,緑ケ丘,下大利,30分?60分,24000000,350000,,220,110000,ほぼ長方形,14,,,,,住宅,北西,市道,6.3,第１種低層住居専用地域,40,60,2022年第１四半期,,
14159,宅地(土地),住宅地,40219,福岡県,大野城市,南ケ丘,下大利,30分?60分,50000000,370000,,440,110000,ほぼ長方形,26,,,,,,北西,市道,5.6,近隣商業地域,80,200,2022年第3四半期,,
14160,宅地(土地と建物),住宅地,40219,福岡県,大野城市,南ケ丘,下大利,30分?60分,27000000,,,230,,ほぼ長方形,12.5,110,平成9年,木造,住宅,住宅,北西,市道,6.8,第１種低層住居専用地域,40,60,2022年第２四半期,,
14161,宅地(土地と建物),住宅地,40219,福岡県,大野城市,南ケ丘,下大利,30分?60分,19000000,,,220,,ほぼ整形,12,110,昭和47年,木造,住宅,住宅,南東,市道,7.5,第１種低層住居専用地域,40,60,2022年第１四半期,,
14162,宅地(土地と建物),住宅地,40219,福岡県,大野城市,南ケ丘,下大利,30分?60分,34000000,,,175,,ほぼ整形,9.5,105,令和3年,木造,住宅,住宅,北西,市道,4.5,第１種低層住居専用地域,40,60,2022年第１四半期,,
14163,宅地(土地),住宅地,40219,福岡県,大野城市,南ケ丘,下大利,30分?60分,30000000,250000,,390,76000,不整形,17,,,,,,北西,市道,4.6,第１種住居地域,60,200,2022年第１四半期,,
14164,宅地(土地と建物),住宅地,40219,福岡県,大野城市,南ケ丘,下大利,30分?60分,33000000,,,165,,ほぼ整形,8.5,100,令和3年,木造,住宅,住宅,北東,市道,7.5,第１種低層住居専用地域,40,60,2021年第４四半期,,
14165,宅地(土地と建物),住宅地,40219,福岡県,大野城市,南ケ丘,下大利,30分?60分,25000000,,,195,,ほぼ整形,16,115,平成11年,軽量鉄骨造,住宅,住宅,南東,市道,6.8,第１種低層住居専用地域,40,60,2021年第４四半期,,
14166,宅地(土地と建物),商業地,40219,福岡県,大野城市,南ケ丘,下大利,30分?60分,46000000,,,330,,ほぼ整形,17,310,昭和47年,木造,住宅、店舗,店舗,北東,県道,25,近隣商業地域,80,300,2021年第３四半期,,
14167,宅地(土地),住宅地,40219,福岡県,大野城市,南ケ丘,下大利,29,37000000,330000,,360,100000,ほぼ正方形,20,,,,,住宅,南東,市道,6.6,第１種低層住居専用地域,40,60,2021年第３四半期,,
14168,宅地(土地),住宅地,40219,福岡県,大野城市,南ケ丘,下大利,30分?60分,19000000,370000,,170,110000,ほぼ長方形,10,,,,,住宅,南,市道,6,近隣商業地域,80,200,2021年第３四半期,,
14169,宅地(土地と建物),住宅地,40219,福岡県,大野城市,南ケ丘,下大利,30分?60分,29000000,,,210,,ほぼ整形,8.5,90,令和2年,木造,住宅,住宅,南東,市道,6.5,第１種低層住居専用地域,40,60,2021年第２四半期,,
14170,宅地(土地),住宅地,40219,福岡県,大野城市,南ケ丘,下大利,30分?60分,28000000,330000,,280,98000,長方形,22,,,,,その他,南西,市道,6.6,第１種住居地域,60,200,2021年第２四半期,,
14171,宅地(土地),住宅地,40219,福岡県,大野城市,南ケ丘,下大利,30分?60分,20000000,250000,,270,75000,長方形,13,,,,,住宅,北西,市道,5.7,第１種低層住居専用地域,40,60,2021年第１四半期,,
14172,宅地(土地),住宅地,40219,福岡県,大野城市,南ケ丘,下大利,30分?60分,13000000,230000,,185,70000,長方形,10,,,,,,北西,市道,11,第１種低層住居専用地域,40,60,2021年第１四半期,,
14173,宅地(土地),住宅地,40219,福岡県,大野城市,南ケ丘,下大利,30分?60分,19000000,280000,,230,85000,長方形,12.5,,,,,住宅,南東,市道,7.7,第１種低層住居専用地域,40,60,2021年第１四半期,,
14174,宅地(土地),住宅地,40219,福岡県,大野城市,南ケ丘,下大利,30分?60分,23000000,230000,,330,68000,長方形,19,,,,,住宅,南西,市道,6.7,第１種低層住居専用地域,40,60,2021年第１四半期,,
14175,宅地(土地と建物),住宅地,40219,福岡県,大野城市,南ケ丘,水城,30分?60分,25000000,,,350,,ほぼ整形,20,130,昭和59年,木造,住宅,住宅,西,市道,4.7,第１種低層住居専用地域,40,60,2021年第２四半期,,
14176,宅地(土地と建物),住宅地,40219,福岡県,大野城市,宮野台,下大利,30分?60分,22000000,,,200,,ほぼ整形,13,110,昭和57年,木造,住宅,住宅,西,市道,11.1,第１種低層住居専用地域,40,60,2022年第3四半期,,
14177,宅地(土地),住宅地,40219,福岡県,大野城市,宮野台,下大利,30分?60分,17000000,240000,,220,73000,ほぼ正方形,15,,,,,,東,市道,11,第１種低層住居専用地域,40,60,2022年第１四半期,,
14178,宅地(土地と建物),住宅地,40219,福岡県,大野城市,紫台,下大利,29,20000000,,,200,,長方形,11,125,平成5年,木造,住宅,住宅,北,市道,6,第１種低層住居専用地域,40,60,2021年第３四半期,,
14179,宅地(土地),住宅地,40219,福岡県,大野城市,山田,春日原,15,16000000,410000,,130,130000,ほぼ長方形,13.5,,,,,その他,北西,市道,4.5,第１種住居地域,60,200,2021年第４四半期,,
14180,宅地(土地),住宅地,40219,福岡県,大野城市,山田,春日原,15,39000000,510000,,250,150000,長方形,12.5,,,,,住宅,北西,市道,4,第１種住居地域,60,200,2021年第４四半期,,
14181,宅地(土地と建物),住宅地,40219,福岡県,大野城市,山田,春日原,11,31000000,,,170,,不整形,3,105,平成24年,木造,住宅,住宅,南西,市道,2.9,第１種住居地域,60,200,2021年第３四半期,,
14182,宅地(土地と建物),商業地,40219,福岡県,大野城市,山田,春日原,10,34000000,,,260,,ほぼ長方形,10,270,昭和44年,木造,住宅、倉庫、店舗,住宅,南西,県道,20,第１種住居地域,60,200,2021年第２四半期,,
14183,宅地(土地と建物),住宅地,40219,福岡県,大野城市,山田,雑餉隈,17,36000000,,,120,,ほぼ長方形,,100,令和3年,木造,住宅,住宅,北東,市道,12.5,第１種住居地域,60,200,2021年第４四半期,,
14184,宅地(土地と建物),住宅地,40219,福岡県,大野城市,山田,雑餉隈,12,27000000,,,120,,ほぼ整形,10,125,平成13年,木造,住宅,住宅,南西,市道,4.5,第１種住居地域,60,200,2021年第３四半期,,
14185,宅地(土地と建物),住宅地,40219,福岡県,大野城市,山田,雑餉隈,17,270000000,,,1200,,台形,43,1400,平成11年,ＲＣ,共同住宅、店舗,住宅,北西,市道,8,第１種住居地域,60,200,2021年第２四半期,,
14186,宅地(土地と建物),住宅地,40219,福岡県,大野城市,山田,雑餉隈,14,32000000,,,85,,長方形,8,95,令和3年,木造,住宅,住宅,南東,市道,4.1,第１種住居地域,60,200,2021年第２四半期,,
14187,宅地(土地),住宅地,40219,福岡県,大野城市,横峰,下大利,30分?60分,120000000,280000,,1400,84000,不整形,48,,,,,その他,北東,県道,22,第１種住居地域,60,200,2022年第１四半期,,
14188,宅地(土地と建物),住宅地,40219,福岡県,大野城市,若草,大野城,30分?60分,120000000,,,1200,,ほぼ正方形,34,650,昭和56年,ＲＣ,,住宅,西,市道,18,第２種中高層住居専用地域,50,150,2022年第２四半期,,
14189,宅地(土地と建物),住宅地,40219,福岡県,大野城市,若草,大野城,30分?60分,22000000,,,170,,長方形,11.1,100,平成6年,木造,,住宅,東,市道,6,第１種低層住居専用地域,40,60,2022年第２四半期,,
14190,宅地(土地),住宅地,40219,福岡県,大野城市,若草,大野城,30分?60分,23000000,250000,,300,77000,台形,24,,,,,店舗,西,市道,8.5,第１種低層住居専用地域,40,60,2022年第２四半期,,
14191,宅地(土地),住宅地,40219,福岡県,大野城市,若草,大野城,30分?60分,24000000,290000,,270,88000,長方形,12,,,,,住宅,南東,市道,6,第１種住居地域,60,200,2022年第１四半期,,
14192,宅地(土地と建物),住宅地,40219,福岡県,大野城市,若草,大野城,30分?60分,39000000,,,220,,ほぼ長方形,13,105,令和4年,木造,住宅,住宅,北東,市道,6,第１種低層住居専用地域,40,60,2022年第１四半期,,
14193,宅地(土地),住宅地,40219,福岡県,大野城市,若草,大野城,30分?60分,46000000,310000,,480,95000,ほぼ整形,21.7,,,,,住宅,北西,市道,6,第１種低層住居専用地域,40,60,2022年第１四半期,,
14194,宅地(土地),住宅地,40219,福岡県,大野城市,若草,大野城,30分?60分,34000000,330000,,340,99000,正方形,18,,,,,住宅,北西,市道,6,第１種低層住居専用地域,40,60,2022年第１四半期,,
14195,宅地(土地と建物),商業地,40219,福岡県,大野城市,若草,大野城,30分?60分,32000000,,,130,,不整形,8,100,平成31年,木造,住宅,住宅,北東,県道,22,第１種住居地域,60,200,2021年第４四半期,,
14196,宅地(土地),住宅地,40219,福岡県,大野城市,若草,下大利,30分?60分,24000000,250000,,320,75000,ほぼ整形,15.4,,,,,住宅,南東,市道,6,第１種低層住居専用地域,40,60,2022年第１四半期,,
14197,宅地(土地),住宅地,40219,福岡県,大野城市,若草,下大利,30分?60分,19000000,190000,,320,59000,ほぼ整形,20,,,,,住宅,南東,市道,6,第１種低層住居専用地域,40,60,2022年第１四半期,,
14198,宅地(土地),住宅地,40219,福岡県,大野城市,若草,下大利,30分?60分,22000000,300000,,240,91000,ほぼ整形,13.5,,,,,,東,市道,9,第２種中高層住居専用地域,50,150,2021年第４四半期,,
14199,宅地(土地と建物),住宅地,40219,福岡県,大野城市,若草,下大利,30分?60分,28000000,,,110,,不整形,6,90,平成31年,,住宅,住宅,北西,県道,22,第１種住居地域,60,200,2021年第４四半期,,
14200,宅地(土地と建物),住宅地,40219,福岡県,大野城市,若草,下大利,30分?60分,35000000,,,300,,ほぼ整形,15,150,平成20年,木造,住宅,住宅,北西,市道,6,第１種低層住居専用地域,40,60,2021年第４四半期,,
14201,宅地(土地と建物),住宅地,40219,福岡県,大野城市,若草,下大利,30分?60分,38000000,,,200,,ほぼ整形,13,105,令和4年,木造,住宅,住宅,北東,市道,6,第１種低層住居専用地域,40,60,2021年第４四半期,,
14202,宅地(土地),住宅地,40219,福岡県,大野城市,若草,下大利,30分?60分,31000000,240000,,420,73000,ほぼ整形,25,,,,,住宅,北東,市道,6,第１種低層住居専用地域,40,60,2021年第３四半期,,
14203,宅地(土地),住宅地,40219,福岡県,大野城市,若草,下大利,30分?60分,22000000,220000,,330,65000,ほぼ整形,14.3,,,,,住宅,北東,市道,5.8,第１種低層住居専用地域,40,60,2021年第２四半期,,
14204,宅地(土地と建物),住宅地,40219,福岡県,大野城市,若草,下大利,30分?60分,35000000,,,140,,ほぼ整形,8.6,,令和3年,木造,住宅,住宅,北西,市道,6,第２種中高層住居専用地域,50,150,2021年第２四半期,,
14205,宅地(土地と建物),住宅地,40219,福岡県,大野城市,若草,下大利,30分?60分,32000000,,,150,,台形,16.2,105,令和2年,木造,住宅,住宅,南西,市道,5,第２種中高層住居専用地域,50,150,2021年第１四半期,,
14206,宅地(土地と建物),住宅地,40219,福岡県,大野城市,若草,下大利,30分?60分,33000000,,,185,,不整形,29,105,令和2年,木造,住宅,住宅,東,市道,6,第２種中高層住居専用地域,50,150,2021年第１四半期,,
